deal_id,deal_date,customer_id,broker_id,property_id,offer_price,final_price,mortgage,loan_rate,status,close_date,channel,lead_source,notes_freeform,price_band,full_name,email,phone,city,annual_income,segment,broker_name,agency,experience_years,rating,city_broker,city_property,neighborhood,property_type,bedrooms,bathrooms,area_sqft,year_built,parking,furnishing,latitude,longitude,listing_price,status_property,amenities,age_years,condition,hoa_fee,energy_rating,school_score,walk_score
DEAL305169,2021-03-13,CUST104720,BRK50403,PROP202216,7832961,7929151.0,No,10.97,Cancelled,2023-10-11,Referral,Facebook,urgent,Mid,Aditi Reddy,arjun.khan133@outlook.com,9166985874.0,Chennai,148872.0,Premium,Sneha Reddy,PropSquare,11.0,2.8,Pune,Mumbai,T Nagar,Apartment,2.0,3.0,1404,1994.0,Yes,Furnished,19.54331,72.538975,7539578,Active,"Gym, Lift, Intercom",7.0,Old,473.0,F,62.0,44.0
DEAL305170,2022-01-11,CUST101600,BRK50407,PROP205606,8950504,8996993.0,Yes,11.11,Closed,2022-01-21,Walk-in,Instagram,urgent,High,Aarav Reddy,vihaan.gupta270@example.com,9990952302.0,Hyderabad,177622.0,Luxury,Mira Mehta,PropSquare,8.0,4.9,Chennai,Noida,Althan,Studio,3.0,1.0,1250,2008.0,No,Unfurnished,17.674358,86.851755,9052082,Sold,"CCTV, Garden",0.0,New,2480.0,D,78.0,32.0
DEAL305171,2024-11-09,CUST102283,BRK50088,PROP204997,13149090,12989636.0,Yes,9.94,Closed,2025-02-06,Social Media,Google Ads,urgent,High,Anaya Das,arjun.nair at gmail.com,1199346534.0,Hyderabad,206154.0,Mid,Arjun Shah,PropHub,5.0,2.7,Noida,Bangalore,Andheri,Apartment,2.0,3.0,1444,1986.0,Street,Furnished,20.381832,86.444406,14523483,Under Offer,"CCTV, Club House, Parking, Intercom",11.0,New,2480.0,A,85.0,51.0
DEAL305172,2020-11-03,CUST100901,BRK50085,PROP207718,7255709,7618613.0,Yes,8.59,Closed,2021-01-17,Cold Call,Instagram,urgent,Mid,Arjun Khan,priya.patel419@yahoo.com,4171139451.0,Chennai,117468.0,Premium,Mira Agarwal,HomeNest,0.0,4.3,Jaipur,Delhi,Malviya Nagar,Studio,3.0,2.0,1904,2006.0,Street,Semi-Furnished,25.855815,73.867494,7101901,Sold,"Gym, Play Area, Parking, Club House",25.0,New,2480.0,B,79.0,31.0
DEAL305173,2020-01-19,CUST101366,BRK50435,PROP204514,10230772,10044125.0,Yes,9.32,Closed,2020-01-29,Walk-in,Website,urgent,High,Diya Agarwal,vihaan.gupta639@yahoo.com,4971486333.0,Kolkata,161108.0,Mid,nAaya Patel,UrbanKeys,1.0,4.8,Noida,Surat,Malviya Nagar,Apartment,4.0,2.0,1518,2021.0,Yes,Unfurnished,16.104949,78.83129,10595971,Sold,"Intercom, Garden, Lift, Club House, Security",26.0,Needs Renovation,2913.0,B,99.0,64.0
DEAL305174,2024-12-08,CUST102438,BRK50200,PROP200496,12206263,12119883.0,Yes,7.71,Closed,2025-01-25,Email Campaign,Website,urgent,High,Aditi Nair,anita.reddy608@outlook.com,4436096372.0,Ahmedabad,206473.0,Budget,Diya Iyer,CityHomes,7.0,3.1,Mumbai,Gurugram,Malviya Nagar,Row House,2.0,2.0,1641,2011.0,No,Furnished,23.870308,83.704045,12982657,Withdrawn,"Security, Garden",23.0,Old,3903.0,D,71.0,46.0
DEAL305175,2020-01-07,CUST102802,BRK50415,PROP204495,6432081,6384754.0,Yes,11.42,Closed,2020-03-19,Cold Call,Instagram,urgent,Mid,Diya Patel,sachin.khan199@example.com,5083858341.0,Chennai,74601.0,Budget,Vihaan Reddy,CityHomes,1.0,4.8,Mumbai,Hyderabad,Andheri,Penthouse,1.0,3.0,1400,2021.0,Covered,Semi-Furnished,20.427629,76.903244,6618428,Withdrawn,"Wifi, Club House, Lift, Gym",10.0,New,1077.0,F,49.0,69.0
DEAL305176,2019-06-01,CUST101090,BRK50327,PROP204637,9029213,9524665.0,No,7.48,Closed,2019-08-01,Social Media,Facebook,urgent,High,Vihaan Chopra,anaya.agarwal822@gmail.com,7109830116.0,Chennai,287485.0,Mid,Arjun Nair,Skyline Realty,5.0,4.7,New Delhi,Bangalore,Banjara Hills,Plot,3.0,3.0,972,1988.0,No,Unfurnished,25.951507,83.551425,9462857,Under Offer,"Club House, Pool, Parking",39.0,Good,4761.0,D,98.0,55.0
DEAL305177,2025-08-17,CUST100269,BRK50493,PROP205229,2029457,2134752.0,Yes,7.97,Cancelled,2023-10-11,Email Campaign,Google Ads,see email,Low,Kabir Sharma,mira.patel609@gmail.com,3538254714.0,Jaipur,238821.0,Budget,Rahul Kulkarni,PropSquare,2.0,2.5,Jaipur,Gurugram,Sector 62,Villa,2.0,1.0,1259,2005.0,No,Furnished,13.392523,86.871091,2150132,Withdrawn,"Gym, Pool, Garden, Security",22.0,New,2517.0,A,59.0,84.0
DEAL305178,2021-10-10,CUST103190,BRK50465,PROP200203,8464286,8090734.0,No,7.44,Closed,2021-12-03,Online Portal,Google Ads,see email,High,Arju nMehta,sachin.patel417@yahoo.com,7443866503.0,Pune,353054.0,Mid,Kabir Shah,UrbanKeys,13.0,2.9,Bengaluru,Delhi,Kothrud,Row House,2.0,3.0,853,2004.0,Covered,Furnished,23.39867,78.093438,8899356,Active,"Intercom, Lift, Club House",14.0,New,3238.0,F,51.0,55.0
DEAL305179,2021-04-29,CUST104250,BRK50217,PROP202556,10586735,11224759.0,Yes,11.38,Pending,2023-10-11,Social Media,Newspaper,urgent,High,Rahul Das,aditi.khan575@example.com,1324915812.0,Bangalore,197360.0,Premium,Ishaan Shah,CityHomes,2.0,3.5,Chennai,Pune,Indiranagar,Villa,2.0,2.0,717,2012.0,Street,Semi-Furnished,22.12499,86.429649,10998123,Withdrawn,"Gym, Play Area, Security, Club House, Power Backup",7.0,Needs Renovation,930.0,B,90.0,79.0
DEAL305180,2020-12-07,CUST101024,BRK50088,PROP202841,13462513,8959426.0,Yes,10.36,Closed,2021-01-28,Walk-in,Billboard,client wants quick close,High,Vihaan Chopra,rahul.agarwal954@example.com,6025847501.0,Hyderabad,176561.0,Budget,Arjun Shah,PropHub,5.0,2.7,Noida,Kolkata,Salt Lake,Apartment,2.0,3.0,638,1983.0,Covered,Unfurnished,17.695311,73.269179,14499557,Withdrawn,"Pool, Parking, Club House, Garden",34.0,Needs Renovation,2480.0,E,96.0,69.0
DEAL305181,2023-11-04,CUST101366,BRK50119,PROP203510,12719935,12809349.0,Yes,9.42,Cancelled,2023-10-11,Walk-in,Broker Referral,see email,High,Diya Agarwal,vihaan.gupta639@yahoo.com,4971486333.0,Kolkata,161108.0,Mid,Sneha Gupta,Skyline Realty,9.0,4.8,Chennai,Kolkata,Malviya Nagar,Studio,2.0,1.0,1606,1999.0,No,Unfurnished,27.937523,87.457043,13543726,Under Offer,"Lift, Club House",5.0,Needs Renovation,2049.0,F,65.0,83.0
DEAL305182,2018-04-14,CUST104186,BRK50250,PROP200512,9931518,10185519.0,No,7.42,Closed,2018-05-18,Online Portal,Broker Referral,client wants quick close,High,Kabir Shah,ishaan.mehta at outlook.com,1706458745.0,Kolkata,349724.0,Luxury,Mira Iyer,PropSquare,5.0,3.4,Mumbai,Chennai,Althan,Penthouse,3.0,1.0,817,1982.0,No,Furnished,18.966967,85.867494,10008467,Under Offer,"CCTV, Power Backup",15.0,Needs Renovation,1921.0,A,54.0,89.0
DEAL305183,2021-11-28,CUST104378,BRK50104,PROP206348,13979597,13482929.0,Yes,9.85,Pending,2023-10-11,Cold Call,Website,client wants quick close,High,Diya Agarwal,priya.chopra311@yahoo.com,296767062.0,Jaipur,178539.0,Mid,AnitaA garwal,Skyline Realty,8.0,3.2,Mumbai,Mumbai,T Nagar,Villa,3.0,2.0,1583,1986.0,Street,Furnished,22.767168,79.392744,14533803,Sold,"Intercom, Wifi, CCTV",1.0,Old,780.0,C,98.0,32.0
DEAL305184,2024-04-01,CUST104749,BRK50078,PROP203519,8742434,8742216.0,Yes,8.27,Pending,2023-10-11,Email Campaign,Broker Referral,urgent,High,Anaya Patel,kabir.singh at outlook.com,1533096188.0,Bangalore,102696.0,Luxury,Rahul Kulkarni,HomeNest,4.0,2.5,Surat,Pune,Andheri,Studio,1.0,2.0,1506,1983.0,Yes,Semi-Furnished,13.422147,83.6068,9151799,Active,"Club House, Security, Power Backup",36.0,Good,1744.0,B,91.0,56.0
DEAL305185,2022-12-14,CUST103716,BRK50447,PROP202110,12120525,11545241.0,Yes,9.23,Pending,2023-10-11,Email Campaign,Facebook,??,High,Vivaan Sharma,aarav.nair967@outlook.com,9436859030.0,Hyderabad,110181.0,Premium,Rahul Agarwal,PropSquare,9.0,3.4,Ahmedabad,Mumbai,Salt Lake,Apartment,2.0,2.0,1415,1995.0,Covered,Unfurnished,16.680388,86.859864,12778863,Withdrawn,"Club House, CCTV",22.0,New,2480.0,B,82.0,68.0
DEAL305186,2024-03-16,CUST102579,BRK50311,PROP204161,12187275,12883110.0,Yes,8.44,Closed,2024-03-29,Cold Call,Facebook,ok,High,Ishaan Nair,sachin.agarwal752@example.com,9408718468.0,Jaipur,161108.0,Luxury,Diay Chopra,PropSquare,11.0,3.9,Chennai,Gurugram,Indiranagar,Plot,2.0,1.0,1381,2000.0,No,Furnished,25.101312,86.896809,11720133,Sold,"Gym, Security, Power Backup",16.0,New,4315.0,E,83.0,37.0
DEAL305187,2023-02-12,CUST103686,BRK50193,PROP207370,9866468,10067578.0,Yes,7.53,Pending,2023-10-11,Cold Call,Facebook,??,High,Ishaan Gupta,diya.iyer240@example.com,4048961220.0,Pune,161108.0,Mid,Sachin Agarwal,PropHub,4.0,3.1,Gurugram,New Delhi,Salt Lake,Row House,2.0,1.0,1263,2009.0,Covered,Furnished,28.098004,87.64287,9542636,Active,"Wifi, Play Area",11.0,Good,1944.0,B,71.0,39.0
DEAL305188,2024-12-02,CUST102989,BRK50446,PROP206167,10634141,11275344.0,Yes,9.23,Closed,2025-02-11,Cold Call,Instagram,ok,High,Anita Gupta,aarav.kulkarni961@yahoo.com,3630321467.0,Hyderabad,144709.0,Mid,Arjun Chopra,PropSquare,5.0,3.1,Jaipur,Kolkata,Satellite,Studio,2.0,3.0,1792,1982.0,Yes,Unfurnished,28.541457,76.828056,11243804,Active,"Club House, Lift",27.0,Needs Renovation,2831.0,C,47.0,85.0
DEAL305189,2019-05-24,CUST102254,BRK50297,PROP207905,7390625,7349325.0,No,9.54,Pending,2023-10-11,Email Campaign,Instagram,urgent,Mid,Aarav Patel,sneha.reddy597@outlook.com,5836431006.0,Pune,151798.0,Budget,Aditi Kulkarni,HomeNest,3.0,4.9,Kolkata,Kolkata,Indiranagar,Row House,3.0,3.0,924,2013.0,Street,Furnished,24.458529,84.524335,7749230,Under Offer,"Power Backup, Club House, Play Area",26.0,Old,2534.0,B,85.0,77.0
DEAL305190,2025-08-24,CUST104043,BRK50206,PROP207285,1944504,2086397.0,Yes,11.22,Pending,2023-10-11,Cold Call,Website,urgent,Low,Vivaan Patel,priya.singh388@example.com,3575525558.0,Pune,100326.0,Luxury,Anita Khan,HomeNest,2.0,2.6,Hyderabad,Kolkata,Indiranagar,Row House,3.0,4.0,972,2002.0,No,Furnished,26.414293,87.263332,2007272,Active,"Wifi, Club House",7.0,New,3836.0,D,77.0,34.0
DEAL305191,2019-06-25,CUST101554,BRK50273,PROP201225,8076343,8276809.0,Yes,7.05,Closed,2019-08-16,Email Campaign,Billboard,see email,High,Rohan Mehta,rahul.gupta592@gmail.com,5856614433.0,Mumbai,288979.0,Budget,Anaya Sharma,Skyline Realty,8.0,3.1,Jaipur,Jaipur,Banjara Hills,Studio,4.0,2.0,1554,1991.0,Covered,Furnished,27.62076,78.70235,7764249,Sold,"Lift, Wifi, CCTV, Security",18.0,Good,2511.0,B,74.0,57.0
DEAL305192,2020-03-10,CUST103425,BRK50396,PROP205739,7538582,7962540.0,No,8.39,Pending,2023-10-11,Email Campaign,Instagram,urgent,Mid,Mira Iyer,anita.agarwal80@yahoo.com,2852689275.0,Surat,54521.0,Premium,Sachin Gupta,UrbanKeys,9.0,3.4,Delhi,Ahmedabad,Malviya Nagar,Penthouse,3.0,2.0,1665,2014.0,Yes,Semi-Furnished,28.269453,79.996044,8138831,Active,"Club House, Parking",30.0,Needs Renovation,971.0,B,49.0,64.0
DEAL305193,2020-08-18,CUST102344,BRK50118,PROP204329,2219792,2348114.0,No,8.69,Pending,2023-10-11,Social Media,Google Ads,urgent,Low,Priya Nair,kabir.singh at yahoo.com,9808799034.0,Chennai,162420.0,Budget,Vivaan Nair,PropSquare,3.0,3.6,Bangalore,Hyderabad,Andheri,Villa,2.0,2.0,1389,2018.0,Covered,Unfurnished,22.03716,76.246392,2232066,Active,"Lift, Intercom, Gym, Parking, Wifi",8.0,Needs Renovation,1904.0,F,76.0,64.0
DEAL305194,2020-09-04,CUST103386,BRK50303,PROP200026,11136134,11987072.0,Yes,11.22,Pending,2023-10-11,Social Media,Website,client wants quick close,High,Ishaan Chopra,diya.patel656@example.com,136154171.0,Ahmedabad,295357.0,Premium,Rahul Kapoor,PropHub,1.0,5.0,Pune,Mumbai,Althan,Penthouse,1.0,1.0,1127,2023.0,No,Unfurnished,25.994763,73.68492,10706731,Sold,"Intercom, Power Backup, CCTV",22.0,Old,2480.0,A,56.0,47.0
DEAL305195,2019-03-16,CUST101066,BRK50445,PROP205214,7311026,7106120.0,Yes,11.14,Closed,2019-04-30,Referral,Google Ads,urgent,Mid,Rohan Iyer,arjun.das133@gmail.com,1409578909.0,Hyderabad,329156.0,Mid,Kabir Kulkarni,Skyline Realty,8.0,4.0,Hyderabad,Ahmedabad,Salt Lake,Penthouse,2.0,3.0,2260,2021.0,Covered,Furnished,28.383694,76.055028,7081908,Withdrawn,"Lift, Garden, Play Area, Power Backup, Intercom",4.0,Good,2529.0,E,98.0,83.0
DEAL305196,2021-05-16,CUST100850,BRK50451,PROP204065,8154592,8178791.0,Yes,10.37,Closed,2021-07-17,Email Campaign,Website,urgent,High,Vihaan Reddy,anaya.reddy566@outlook.com,2987543368.0,Ahmedabad,117336.0,Mid,Aarav Patel,PropHub,2.0,3.6,Pune,Mumbai,Salt Lake,Apartment,2.0,1.0,1409,2020.0,Covered,Furnished,15.714202,80.65115,8899389,Withdrawn,"Gym, Wifi, Club House",21.0,Needs Renovation,2210.0,A,56.0,97.0
DEAL305197,2025-01-02,CUST104222,BRK50428,PROP205403,4218111,4234820.0,Yes,7.58,Closed,2025-03-25,Cold Call,Google Ads,urgent,Mid,Aditi Iyer,rahul.khan760@outlook.com,1759407560.0,Mumbai,107740.0,Mid,Arjun Agarwal,PropHub,1.0,3.4,Chennai,Delhi,Indiranagar,Villa,1.0,1.0,1010,2004.0,No,Furnished,27.703096,75.893651,4634611,Sold,"Garden, Power Backup, Intercom, CCTV",25.0,Old,1871.0,D,59.0,61.0
DEAL305198,2018-11-10,CUST103898,BRK50188,PROP202954,7154794,7093412.0,Yes,9.33,Closed,2019-02-01,Social Media,Billboard,??,Mid,Arjun Das,anita.gupta820@gmail.com,7315670753.0,Hyderabad,138965.0,Mid,Anita Nair,HomeNest,3.0,3.4,Gurugram,Ahmedabad,DLF Phase 3,Apartment,2.0,2.0,1100,2020.0,Street,Furnished,25.677513,76.30062,7461172,Withdrawn,"Garden, Play Area, Pool, Club House, Gym",39.0,Old,2585.0,A,66.0,49.0
DEAL305199,2019-02-15,CUST101840,BRK50465,PROP202036,10045286,9941539.0,Yes,7.74,Cancelled,2023-10-11,Cold Call,Facebook,urgent,High,Anita Das,mira.agarwal938@gmail.com,6762202173.0,Mumbai,156908.0,Budget,Kabir Shah,UrbanKeys,13.0,2.9,Bengaluru,Surat,Andheri,Apartment,2.0,3.0,847,2013.0,Yes,Furnished,22.893216,78.988156,10046064,Active,"Power Backup, Garden",27.0,New,0.0,D,88.0,45.0
DEAL305200,2024-08-05,CUST100619,BRK50292,PROP204584,8654569,8670666.0,No,8.45,Closed,2024-09-22,Email Campaign,Billboard,see email,High,Vivaan Iyer,arjun.nair at gmail.com,2065579587.0,Noida,180525.0,Luxury,Vivaan Khan,PropHub,4.0,3.6,Jaipur,Bangalore,Malviya Nagar,Villa,2.0,1.0,604,2024.0,Covered,Semi-Furnished,14.699809,72.932222,9612626,Withdrawn,"Parking, CCTV",27.0,Needs Renovation,2360.0,B,52.0,86.0
DEAL305201,2024-11-16,CUST100052,BRK50182,PROP200765,7348091,7694625.0,No,9.68,Closed,2024-12-20,Online Portal,Instagram,urgent,Mid,rPiya Nair,arjun.nair at gmail.com,1608013546.0,Ahmedabad,172968.0,Premium,Kabir Reddy,Skyline Realty,5.0,2.6,Noida,Delhi,Salt Lake,Studio,3.0,2.0,1638,2011.0,Street,Semi-Furnished,26.4103,74.626767,7907834,Sold,"Pool, Intercom, Play Area",11.0,New,2877.0,C,43.0,96.0
DEAL305202,2018-03-26,CUST100836,BRK50308,PROP207916,6025508,5904207.0,Yes,11.29,Pending,2023-10-11,Referral,Instagram,client wants quick close,Mid,Sneha Kulkarni,vihaan.shah663@yahoo.com,5083858341.0,Chennai,161108.0,Premium,Rohan Iyer,Skyline Realty,6.0,2.9,Jaipur,Jaipur,Salt Lake,Studio,2.0,1.0,877,1982.0,Covered,Unfurnished,27.422634,78.959,5816908,Sold,"Lift, Pool, Parking, Power Backup, Wifi",19.0,Good,2480.0,A,88.0,61.0
DEAL305203,2024-10-25,CUST100322,BRK50070,PROP204656,3405892,3555567.0,Yes,9.11,Closed,2025-01-10,Cold Call,Google Ads,urgent,Mid,Sachin Nair,kabir.gupta984@gmail.com,9713884077.0,Bangalore,94355.0,Budget,Aditi Sharma,Skyline Realty,10.0,4.0,Noida,Delhi,Satellite,Plot,3.0,1.0,1267,1981.0,Covered,Furnished,21.161744,74.777143,3727919,Under Offer,"Wifi, Security, Club House, Garden, Pool",32.0,New,519.0,B,55.0,34.0
DEAL305204,2024-02-17,CUST100291,BRK50403,PROP207984,9009415,8709284.0,Yes,10.55,Closed,2024-03-14,Online Portal,Newspaper,??,High,Sneha Kulkarni,anita.reddy995@outlook.com,5399084927.0,Surat,159803.0,Mid,Sneha Reddy,PropSquare,11.0,2.8,Pune,Chennai,Salt Lake,Studio,1.0,2.0,1011,2018.0,Covered,Unfurnished,20.602227,79.097808,9682679,Active,"Play Area, Power Backup, Club House, Security, Garden",22.0,Old,3302.0,B,85.0,97.0
DEAL305205,2019-02-22,CUST103289,BRK50145,PROP201522,8774259,9057360.0,Yes,10.81,Closed,2019-05-22,Online Portal,Newspaper,see email,High,Sneha Patel,anita.singh43@yahoo.com,2246505368.0,Surat,153201.0,Mid,Kabir Gupta,CityHomes,1.0,3.8,Surat,Delhi,Sector 62,Studio,2.0,2.0,1416,1993.0,Street,Semi-Furnished,26.103185,81.486363,8876247,Withdrawn,"Gym, Lift, Wifi",19.0,Needs Renovation,1058.0,B,70.0,70.0
DEAL305206,2021-02-17,CUST103572,BRK50418,PROP201250,12686586,12377342.0,Yes,9.49,Pending,2023-10-11,Referral,Google Ads,client wants quick close,High,Rahul Mehta,anaya.khan516@yahoo.com,9848953492.0,Gurugram,116717.0,Mid,Rohan Gupta,Skyline Realty,7.0,2.9,Noida,Jaipur,DLF Phase 3,Penthouse,2.0,2.0,1788,2002.0,Street,Unfurnished,24.153958,73.621052,12832206,Under Offer,"Gym, Play Area",8.0,New,3298.0,C,73.0,69.0
DEAL305207,2020-12-06,CUST101741,BRK50376,PROP202423,7609131,8110463.0,Yes,9.66,Closed,2021-01-01,Referral,Billboard,urgent,High,Rohan Shah,vihaan.singh69@outlook.com,3127965791.0,Chennai,183302.0,Premium,Sachin Singh,PropSquare,3.0,4.8,Chennai,Ahmedabad,Althan,Plot,2.0,2.0,750,2001.0,Yes,Furnished,19.01346,83.683876,8052998,Active,"Wifi, CCTV, Parking, Garden, Pool",34.0,Needs Renovation,3647.0,A,82.0,89.0
DEAL305208,2018-03-16,CUST100031,BRK50024,PROP204744,4737739,4805354.0,No,9.23,Closed,2018-03-27,Walk-in,Billboard,??,Mid,Rahul Sharma,anita.agarwal82@outlook.com,8526221337.0,Pune,309738.0,Budget,Aarav Singh,HomeNest,2.0,3.1,Chennai,Ahmedabad,Satellite,Villa,1.0,1.0,807,1999.0,Covered,Unfurnished,28.642054,74.697983,4967955,Withdrawn,"Parking, Pool, CCTV, Play Area, Garden",38.0,Good,1190.0,E,99.0,76.0
DEAL305209,2020-05-25,CUST100255,BRK50298,PROP207886,5933990,5759149.0,Yes,10.42,Closed,2020-07-30,Social Media,Facebook,see email,Mid,Aditi Nair,aditi.khan113@outlook.com,2831890091.0,Gurugram,292281.0,Budget,Priya Singh,PropSquare,6.0,3.2,New Delhi,Kolkata,Kothrud,Penthouse,2.0,1.0,658,2014.0,Covered,Furnished,23.427465,84.654786,6105625,Sold,"Gym, Parking",33.0,New,1488.0,A,40.0,90.0
DEAL305210,2020-10-30,CUST102007,BRK50106,PROP204916,13687539,14688488.0,Yes,9.31,Closed,2020-12-26,Referral,Google Ads,urgent,High,Sneha Patel,rohan.agarwal14@gmail.com,2666991702.0,Kolkata,445204.0,Luxury,Vivaan Sharma,PropSquare,6.0,3.1,Mumbai,Pune,Malviya Nagar,Penthouse,1.0,1.0,1081,2004.0,Covered,Semi-Furnished,27.911569,80.18349,13509783,Withdrawn,"Security, Club House, Play Area, Parking",22.0,Good,2541.0,F,89.0,50.0
DEAL305211,2021-04-29,CUST100430,BRK50143,PROP202418,11450720,11685444.0,Yes,9.84,Closed,2021-07-20,Cold Call,Google Ads,client wants quick close,High,Aarav Sharma,mira.kapoor792@outlook.com,2312062935.0,Bangalore,105844.0,Mid,Rohan Khan,PropSquare,4.0,2.7,Pune,New Delhi,Salt Lake,Studio,2.0,3.0,1366,2015.0,Street,Semi-Furnished,18.997876,86.166133,10979628,Active,"Garden, Pool, CCTV",17.0,Good,983.0,F,68.0,97.0
DEAL305212,2019-06-07,CUST102618,BRK50165,PROP204273,6568749,7054895.0,Yes,9.23,Closed,2019-07-30,Referral,Website,urgent,Mid,Vivaan Sharma,rohan.patel861@yahoo.com,5546491919.0,Kolkata,161108.0,Budget,Diya Sharma,PropSquare,4.0,4.8,Hyderabad,Ahmedabad,Althan,Plot,2.0,3.0,693,2005.0,Covered,Unfurnished,28.289124,79.053579,7135559,Sold,"Security, Parking, Play Area",5.0,Needs Renovation,1638.0,E,49.0,46.0
DEAL305213,2025-04-13,CUST100449,BRK50335,PROP207811,10823151,11627268.0,Yes,8.49,Closed,2025-05-03,Cold Call,Facebook,client wants quick close,High,Aditi Kulkarni,vihaan.chopra761@outlook.com,1932615329.0,Ahmedabad,30428.0,Premium,rAjun Iyer,HomeNest,5.0,3.5,Chennai,Ahmedabad,Satellite,Penthouse,3.0,1.0,1685,1994.0,Street,Semi-Furnished,28.207543,73.836003,12018976,Withdrawn,"Power Backup, Gym, Play Area",33.0,Old,1569.0,C,75.0,31.0
DEAL305214,2019-01-20,CUST101833,BRK50194,PROP207502,9427953,9282068.0,Yes,9.53,Closed,2019-03-29,Referral,Google Ads,client wants quick close,High,Aarav Reddy,ishaan.iyer920@yahoo.com,1400720017.0,Kolkata,215520.0,Mid,Rahul Gupta,HomeNest,2.0,3.2,Chennai,Chennai,Andheri,Penthouse,1.0,1.0,1162,2018.0,Covered,Furnished,17.652034,76.798479,9096022,Withdrawn,"Wifi, CCTV, Lift",7.0,Needs Renovation,4748.0,D,77.0,43.0
DEAL305215,2019-04-06,CUST100252,BRK50070,PROP200865,6033704,5876490.0,No,9.23,Pending,2023-10-11,Referral,Instagram,urgent,Mid,Anaya Kulkarni,anaya.sharma393@gmail.com,6818649058.0,Chennai,145624.0,Luxury,Aditi Sharma,Skyline Realty,10.0,4.0,Noida,Pune,Malviya Nagar,Studio,1.0,2.0,872,2003.0,Yes,Furnished,14.400043,72.992315,6567786,Under Offer,"Gym, Pool, Play Area",13.0,Old,1733.0,B,62.0,41.0
DEAL305216,2022-03-12,CUST103693,BRK50421,PROP205566,9679992,9441992.0,Yes,8.26,Closed,2022-05-29,Social Media,Facebook,client wants quick close,High,Vihaan Iyer,vivaan.patel482@gmail.com,9565386694.0,Bangalore,216484.0,Premium,Mira Patel,UrbanKeys,5.0,4.5,Delhi,Chennai,Andheri,Studio,1.0,2.0,404,1991.0,Street,Furnished,21.49523,87.948741,10074805,Under Offer,"Gym, Pool, Security",17.0,Good,905.0,C,93.0,55.0
DEAL305217,2019-03-12,CUST101020,BRK50180,PROP204001,2812361,2804222.0,Yes,8.54,Closed,2019-04-10,Online Portal,Broker Referral,ok,Low,Arjun Kulkarni,vihaan.iyer806@gmail.com,1994981179.0,Ahmedabad,84996.0,Premium,Mira Mheta,UrbanKeys,2.0,3.0,Gurugram,Jaipur,Salt Lake,Villa,1.0,1.0,1331,1986.0,Covered,Furnished,25.480143,84.697523,2978233,Sold,"Security, Power Backup, Parking",3.0,Needs Renovation,3874.0,E,91.0,95.0
DEAL305218,2018-04-26,CUST102004,BRK50381,PROP207156,9922426,9994949.0,Yes,7.91,Closed,2018-05-11,Cold Call,Newspaper,urgent,High,Arjun Shah,arjun.nair at gmail.com,7282035885.0,Pune,135476.0,Mid,Mira Mehta,Skyline Realty,2.0,4.2,Pune,Mumbai,DLF Phase 3,Row House,3.0,3.0,1404,1985.0,Covered,Semi-Furnished,14.88471,73.443151,10121221,Withdrawn,"Intercom, Pool, Garden",0.0,Needs Renovation,2441.0,C,51.0,35.0
DEAL305219,2025-03-30,CUST100823,BRK50327,PROP200251,8786178,8399169.0,Yes,9.23,Cancelled,2023-10-11,Referral,Website,??,High,Mira Singh,vihaan.iyer349@outlook.com,3409297878.0,Kolkata,45185.0,Premium,Arjun Nair,Skyline Realty,5.0,4.7,New Delhi,Kolkata,Banjara Hills,Plot,2.0,2.0,2406,1990.0,Covered,Semi-Furnished,22.189324,83.44354,8407382,Sold,"CCTV, Wifi, Garden, Play Area, Power Backup",14.0,Old,2571.0,C,95.0,77.0
DEAL305220,2020-02-23,CUST104185,BRK50406,PROP205893,10893868,10497862.0,Yes,9.79,Pending,2023-10-11,Online Portal,Instagram,client wants quick close,High,Kabir Singh,sneha.sharma39@yahoo.com,214626143.0,Chennai,183539.0,Mid,Rahul Gupta,UrbanKeys,8.0,2.9,Kolkata,Hyderabad,Kothrud,Row House,2.0,1.0,1269,2007.0,Yes,Semi-Furnished,16.670543,84.259199,10925285,Sold,"Parking, Wifi",2.0,New,3006.0,D,64.0,85.0
DEAL305221,2018-08-11,CUST100136,BRK50102,PROP206839,9028036,8774731.0,Yes,9.23,Closed,2018-09-23,Walk-in,Google Ads,urgent,High,Rohan Sharma,vivaan.patel912@gmail.com,9854078542.0,Pune,171595.0,Mid,Anaya Shah,HomeNest,8.0,4.0,Delhi,Gurugram,Banjara Hills,Studio,2.0,1.0,585,2010.0,No,Semi-Furnished,27.05547,83.256596,8625347,Sold,"Wifi, Club House, Play Area",19.0,Good,2925.0,F,54.0,54.0
DEAL305222,2018-12-23,CUST101803,BRK50174,PROP201930,6736021,6995002.0,Yes,11.39,Pending,2023-10-11,Cold Call,Google Ads,client wants quick close,Mid,Ishaan Agarwal,vivaan.patel705@yahoo.com,1555783345.0,Mumbai,164963.0,Mid,Kbair Mehta,Skyline Realty,5.0,3.0,Surat,Pune,Kothrud,Apartment,1.0,3.0,884,2013.0,Covered,Semi-Furnished,21.212415,86.411823,6558991,Sold,"Intercom, Power Backup, Gym",32.0,Old,956.0,A,42.0,99.0
